County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Alameda,Livermore Valley Joint Unified,Almond Avenue Elementary,Modernization,57/61200-00-003,,,1158055.00,,,,,,475,,,,,EL,2316110.00,,,,,,,,,7/5/2000,Closed
Alameda,Livermore Valley Joint Unified,Granada High,Modernization,57/61200-00-004,,,1291532.00,,,,,,,,394,,,HI,1291532.00,,,,,,,,,7/5/2000,Closed
Alameda,Livermore Valley Joint Unified,Arroyo Mocho Elementary,Modernization,57/61200-00-005,,,322480.00,,,,,,131,,,,,EL,644960.00,,,,,,,,,8/23/2000,Closed
Alameda,Livermore Valley Joint Unified,Junction K-8 (formerly Junction Ave Middle),Modernization,57/61200-00-006,,,1740906.00,,,,,,,675,,,,MI,3481812.00,,,,,,,,,8/23/2000,Closed
Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Modernization,57/61200-00-007,,,1510389.00,,,,,,542,,,,,EL,3020778.00,,,,,,,,,8/27/2003,Closed
Alameda,Livermore Valley Joint Unified,Sonoma Ave,Modernization,57/61200-00-008,,,778884.00,,,,,,301,,,,,EL,1557768.00,,,,,,,,,8/27/2003,Closed
Alameda,Livermore Valley Joint Unified,Livermore High,Modernization,57/61200-00-009,,,2162055.00,,,,,,,,552,,,HI,2162055.00,,,,,,,,,8/27/2003,Closed
Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Modernization,57/61200-00-010,,,2544602.00,,,,,,,871,,,,MI,5087190.00,,,,,,,,,3/29/2005,Closed
Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Modernization,57/61200-00-011,,,999093.00,,,,,,350,,,,,EL,999093.00,,,,,,,,,4/28/2004,Closed
Alameda,Livermore Valley Joint Unified,Smith (emma C.) Elementary,Modernization,57/61200-00-012,,,1373653.00,,,,,,482,,,,,EL,2747306.00,,,,,,,,,2/23/2005,Closed
Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Modernization,57/61200-00-013,,,1424347.00,,,,,,500,,,,,EL,2848694.00,,,,,,,,,2/23/2005,Closed
Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Modernization,57/61200-00-014,,,961435.00,,,,,,,,148,,,HI,961435.00,,,,,,,,,1/25/2006,Closed
Alameda,Livermore Valley Joint Unified,Michell (joe) Elementary,Modernization,57/61200-00-015,,,1452490.00,,,,,,441,,,,,EL,1452490.00,,,,,,,,,2/22/2006,Closed
Alameda,Livermore Valley Joint Unified,Sunset Elementary,Modernization,57/61200-00-016,,,2251496.00,,,,,,650,,,,,EL,2251496.00,,,,,,,,,1/24/2007,Closed
Alameda,Livermore Valley Joint Unified,Portola (don Gaspar De) Elementary (closed),Modernization,57/61200-00-017,,,1821979.00,,,,,,526,,,,,EL,1821979.00,,,,,,,,,1/24/2007,Closed
Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Modernization,57/61200-00-018,,,1731930.00,,,,,,500,,,,,EL,1731930.00,,,,,,,,,3/28/2007,Closed
Alameda,Livermore Valley Joint Unified,Granada High,Modernization,57/61200-00-019,,,1576357.00,,,,,,,,242,26,9,HI,1576357.00,,,,,,,,,4/28/2010,Closed
Alameda,Livermore Valley Joint Unified,Livermore High,Modernization,57/61200-00-020,,,2550500.00,,,,,,,,186,48,,HI,2550500.00,,,,,,,,,4/28/2010,Closed
Alameda,Livermore Valley Joint Unified,Smith (emma C.) Elementary,Modernization,57/61200-00-021,,,866070.00,,,,,,88,,,,18,EL,866070.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Sunset Elementary,Modernization,57/61200-00-022,,,1144261.00,,,,,,123,,,1,21,EL,1144261.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Livermore High,Modernization,57/61200-00-023,,,6090119.00,,,,,,,,462,20,25,EL,6090119.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Granada High,Modernization,57/61200-00-024,,,15301746.00,,,,,,,,1361,1,1,EL,15301746.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Junction K-8 (formerly Junction Ave Middle),Modernization,57/61200-00-025,,,1126588.00,,,,,,105,,,16,,EL,1126588.00,,,,,,,,,11/28/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Modernization,57/61200-00-026,,,877545.00,,,,,,62,,,40,,EL,877545.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Modernization,57/61200-00-027,,,542610.00,,,,,,61,,,,,EL,542610.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Croce (leo R.) Elementary,Modernization,57/61200-00-028,,,1577136.00,,,,,,275,,,,,EL,1577136.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Modernization,57/61200-00-029,,,1007914.00,,,,,,118,,,24,,EL,1007914.00,,,,,,,,,10/26/2022,Funds Released
Alameda,Newark Unified,Schilling (august) Elementary,Modernization,57/61234-00-001,,,1270774.00,,,,,,525,,,,,EL,1270774.00,,,,,,,,,7/5/2000,Closed
Alameda,Newark Unified,Milani (louis) Elementary,Modernization,57/61234-00-002,,,1237874.00,,,,,,518,,,,,EL,1237874.00,,,,,,,,,7/5/2000,Closed
Alameda,Newark Unified,Musick (e. L.) Elementary,Modernization,57/61234-00-003,,,1202371.00,,,,,,500,,,,,EL,1202371.00,,,,,,,,,7/5/2000,Closed
Alameda,Newark Unified,Graham (james A.) Elementary,Modernization,57/61234-00-004,,,1502254.00,,,,,,633,,,,,EL,1502254.00,,,,,,,,,7/5/2000,Closed
Alameda,Newark Unified,Newark Junior High,Modernization,57/61234-00-005,,,3026947.00,,,,,,,1203,,,,MI,3026947.00,,,,,,,,,7/5/2000,Closed
Alameda,Newark Unified,Snow (h. A.) Elementary,Modernization,57/61234-00-006,,,1164027.00,,,,,,490,,,,,EL,1164027.00,,,,,,,,,7/5/2000,Closed
Alameda,Newark Unified,Bunker (james L.) Elementary,Modernization,57/61234-00-007,,,1131714.00,,,,,,435,,,,,EL,2263428.00,,,,,,,,,8/27/2003,Closed
Alameda,Newark Unified,Kennedy (john F.) Elementary,Modernization,57/61234-00-008,,,898937.00,,,,,,375,,,,,EL,898937.00,,,,,,,,,7/5/2000,Closed
Alameda,Newark Unified,Lincoln Elementary,Modernization,57/61234-00-009,,,911648.00,,,,,,350,,,,,EL,1823296.00,,,,,,,,,8/27/2003,Closed
Alameda,Newark Unified,Newark Memorial High,Modernization,57/61234-00-010,,,4884676.00,,,,,,,,1404,,,HI,9769352.00,,,,,,,,,8/23/2000,Closed
Alameda,Newark Unified,Newark Junior High,Modernization,57/61234-00-011,,,2082905.00,,,,,,,,,,,MI,2082905.00,,,,,,,,,10/24/2001,Closed
Alameda,New Haven Unified,Decoto Elementary,Modernization,57/61242-00-001,,,1018095.50,,,,,,410,,,,,EL,2036191.00,,,,,,,,,3/24/1999,Closed
Alameda,New Haven Unified,Pioneer Elementary,Modernization,57/61242-00-002,,,497070.00,,,,,,150,,,,,EL,1192968.00,,298242.00,,,,,,,7/5/2000,Closed
Alameda,New Haven Unified,Barnard-white Middle,Modernization,57/61242-00-003,,,3133788.00,,,,,,,1296,,,,MI,3133788.00,,,,,,,,,3/24/1999,Closed
Alameda,New Haven Unified,El Rancho Verde High,Modernization,57/61242-00-004,,,737799.00,,,,,,,,219,,,HI,1475598.00,,,,,,,,,3/24/1999,Closed
Alameda,New Haven Unified,James Logan High,Modernization,57/61242-00-005,,,2210296.00,,,374200.00,,,,,573,,,HI,6610605.00,,1142883.00,,,,,,,8/27/2003,Closed
Alameda,New Haven Unified,Itliong Vera-cruz Middle,Modernization,57/61242-00-006,,,768289.00,,,99122.00,,,,239,,,,MI,2763468.00,,706176.00,,,,,,,7/5/2000,Closed
Alameda,New Haven Unified,Cabello (refugio M.) Elementary,Modernization,57/61242-00-007,,,1344805.00,,,273625.00,,,574,,,,5,EL,6230292.00,,243428.00,,,,,,,8/27/2003,Closed
Alameda,New Haven Unified,Cesar Chavez Middle,Modernization,57/61242-00-008,,,4450301.00,,,,,,,1053,,28,,MI,4450301.00,,,,,,,,,12/14/2011,Closed
Alameda,New Haven Unified,Itliong Vera-cruz Middle,Modernization,57/61242-00-009,,,1019435.00,,,,,,,197,,11,3,MI,1019435.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Brookfield Village Elementary,Modernization,57/61259-00-001,,,1176370.00,,,,,,592,,,,,EL,1176370.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Fruitvale Elementary,Modernization,57/61259-00-003,,,1401445.00,,,,,,637,,,,,EL,2802890.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Grass Valley Elementary,Modernization,57/61259-00-004,,,464275.00,,,,,,242,,,,,EL,464275.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Laurel Elementary,Modernization,57/61259-00-005,,,594276.00,,,,,,262,,,,,EL,1188552.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Oakland Military Institute-college Prep,Modernization,57/61259-00-006,,,909160.00,,,,,,413,,,,,EL,1818320.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Montclair Elementary,Modernization,57/61259-00-007,,,653554.00,,,,,,343,,,,,EL,653554.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Roosevelt Junior High,Modernization,57/61259-00-008,,,2229150.00,,,,,,,891,,,,MI,4458300.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Markham Elementary,Modernization,57/61259-00-009,,,1382806.00,,,,,,575,,,,,EL,2765612.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Maxwell Park Elementary,Modernization,57/61259-00-010,,,1260673.00,,,,,,533,,,,,EL,2521346.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Simmons (calvin) Junior High,Modernization,57/61259-00-011,,,2017886.00,,,,,,,849,,,,MI,4035772.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Skyline Senior High,Modernization,57/61259-00-012,,,6985833.00,,,,,,,,2284,,,HI,13971666.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Chabot Elementary,Modernization,57/61259-00-013,,,720716.00,,,,,,345,,,,,EL,1441432.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Franklin Year-round Elementary,Modernization,57/61259-00-014,,,2208088.00,,,,,,916,,,,,EL,4416176.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Hillcrest Elementary,Modernization,57/61259-00-015,,,591199.00,,,,,,230,26,,,,EL,1182398.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Prescott Elementary,Modernization,57/61259-00-016,,,1252567.00,,,,,,525,,,,,EL,2505134.00,,,,,,,,,8/25/1999,Closed
Alameda,Oakland Unified,Santa Fe Elementary,Modernization,57/61259-00-017,,,799670.00,,,,,,369,,,,,EL,1599340.00,,,,,,,,,6/23/1999,Closed
Alameda,Oakland Unified,Oakland Senior High,Modernization,57/61259-00-018,,,2205104.00,,,,,,,,486,,,HI,2205104.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Westlake Junior High,Modernization,57/61259-00-019,,,1066974.00,,,,,,,297,,,,MI,1066974.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Munck (carl B.) Elementary,Modernization,57/61259-00-020,,,946300.00,,,,,,345,,,,,EL,946300.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Highland Elementary,Modernization,57/61259-00-021,,,2283670.00,,,,,,764,,,9,,EL,2283670.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Marshall Elementary (do Not Use),Modernization,57/61259-00-022,,,622927.00,,,,,,184,,,27,1,EL,622927.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Grant Street Academy Aec,Modernization,57/61259-00-023,,,749957.00,,,,,,,,166,,,HI,749957.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Kaiser Elementary,Modernization,57/61259-00-024,,,663507.00,,,,,,175,81,,,,EL,663507.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Claremont Middle,Modernization,57/61259-00-025,,,1533527.00,,,,,,,405,,13,9,MI,1533527.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Cole Elementary,Modernization,57/61259-00-026,,,1111490.00,,,,,,161,180,,,,EL,1111490.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Melrose Elementary,Modernization,57/61259-00-027,,,1423297.00,,,,,,450,,,,,EL,1423297.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Webster Elementary,Modernization,57/61259-00-028,,,1714256.00,,,,,,625,,,,,EL,1714256.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Dewey Senior High,Modernization,57/61259-00-029,,,744085.00,,,,,,,8,154,3,,HI,744085.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Toler Heights Elementary,Modernization,57/61259-00-030,,,456641.00,,,,,,140,,,,,EL,456641.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Mcclymonds Senior High,Modernization,57/61259-00-031,,,536630.00,,,,,,,,127,1,,HI,536630.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Lincoln Elementary,Modernization,57/61259-00-032,,,2033173.00,,,,,,615,,,,,EL,2033173.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Elmhurst Middle,Modernization,57/61259-00-033,,,595512.00,,,,,,,183,,6,1,MI,595512.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Fremont Senior High,Modernization,57/61259-00-034,,,4291702.00,,,,,,,,912,31,,HI,4291702.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Thornhill Elementary,Modernization,57/61259-00-035,,,1033837.00,,,,,,328,,,2,7,EL,1033837.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Manzanita Elementary,Modernization,57/61259-00-036,,,1392520.00,,,,,,468,,,3,1,EL,1392520.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Sequoia Elementary,Modernization,57/61259-00-037,,,172971.00,,,,,,50,,,,,EL,172971.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Harte (bret) Junior High,Modernization,57/61259-00-038,,,2223913.00,,,,,,,571,,14,13,MI,2223913.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Allendale Elementary,Modernization,57/61259-00-039,,,1915488.00,,,,,,624,,,2,9,EL,1915488.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,Jefferson Elementary,Modernization,57/61259-00-040,,,3987396.00,,,,,,1217,,,19,1,EL,3987396.00,,,,,,,,,12/18/2002,Closed
Alameda,Oakland Unified,"King, (martin Luther Jr.) Elementary",Modernization,57/61259-00-041,,,1177354.00,,,,,,410,,,2,6,EL,1177354.00,,,,,,,,,8/27/2003,Closed
Alameda,Oakland Unified,Piedmont Avenue Elementary,Modernization,57/61259-00-043,,,723983.00,,,,,,200,,,,7,EL,1447966.00,,,,,,,,,5/26/2004,Closed
Alameda,Oakland Unified,Burckhalter Elementary,Modernization,57/61259-00-044,,,1242625.00,,,,,,206,,,2,31,EL,1242625.00,,,,,,,,,2/23/2005,Closed
Alameda,Oakland Unified,Stonehurst Elementary,Modernization,57/61259-00-045,,,2568823.00,,,,,,750,,,,,EL,2568823.00,,,,,,,,,8/4/2004,Closed
Alameda,Oakland Unified,Parker Elementary,Modernization,57/61259-00-046,,,2555049.00,,,,,,537,,,7,,EL,5110098.00,,,,,,,,,2/23/2005,Closed
Alameda,Oakland Unified,Crocker Highlands Elementary,Modernization,57/61259-00-047,,,1931180.00,,,,,,389,,,,8,EL,3862360.00,,,,,,,,,5/3/2005,Closed
Alameda,Oakland Unified,Oakland Technical Senior High,Modernization,57/61259-00-048,,,17140555.00,,,,,,,,2219,97,23,HI,17140555.00,,,,,,,,,8/24/2005,Closed
Alameda,Oakland Unified,Castlemont Senior High,Modernization,57/61259-00-049,,,2090299.00,,,,,,,,405,,,HI,2090299.00,,,,,,,,,12/15/2005,Closed
Alameda,Oakland Unified,Garfield Year-round Elementary,Modernization,57/61259-00-050,,,3955860.00,,,,,,984,,,2,5,EL,3955860.00,,,,,,,,,12/15/2005,Closed
Alameda,Oakland Unified,Cleveland Elementary,Modernization,57/61259-00-051,,,1572889.00,,,,,,360,,,9,,EL,1572889.00,,,,,,,,,4/26/2006,Closed
Alameda,Oakland Unified,Oakland International High,Modernization,57/61259-00-052,,,1762072.00,,,,,,,380,,16,6,MI,1762072.00,,,,,,,,,4/26/2006,Closed
Alameda,Oakland Unified,Mann (horace) Elementary,Modernization,57/61259-00-053,,,2317517.00,,,,,,542,,,,,EL,2317517.00,,,,,,,,,3/22/2006,Closed
Alameda,Oakland Unified,Peralta Year-round Elementary,Modernization,57/61259-00-054,,,1098694.00,,,,,,247,,,,,EL,1098694.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Simmons (calvin) Junior High,Modernization,57/61259-00-055,,,1763027.00,,,,,,,301,,8,,MI,1763027.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Harte (bret) Junior High,Modernization,57/61259-00-056,,,2855505.00,,,,,,,445,,23,5,MI,2855505.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Hoover Elementary,Modernization,57/61259-00-057,,,1867512.00,,,,,,442,,,,,EL,1867512.00,,,,,,,,,12/14/2011,100% Completed
Alameda,Oakland Unified,Cox Academy,Modernization,57/61259-00-058,,,1850453.00,,,,,,400,,,11,,EL,1850453.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Laurel Elementary,Modernization,57/61259-00-059,,,1214237.00,,,,,,248,,,,,EL,1214237.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Madison Middle,Modernization,57/61259-00-060,,,1493935.00,,,,,,,250,,10,6,MI,1493935.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Coliseum College Prep Academy,Modernization,57/61259-00-061,,,1809637.00,,,,,,,378,,,,MI,1809637.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Emerson Elementary,Modernization,57/61259-00-062,,,1420694.00,,,,,,366,,,7,5,EL,1420694.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Whittier Elementary,Modernization,57/61259-00-063,,,1007334.00,,,,,,225,,,,,EL,1007334.00,,,,,,,,,12/14/2011,Closed
Alameda,Oakland Unified,Oakland Senior High,Modernization,57/61259-00-064,,,13283682.00,,,,,,,,1765,52,17,HI,26567364.00,,,,,,,,,6/27/2012,Closed
Alameda,Oakland Unified,Highland Elementary,Modernization,57/61259-00-065,,,1083178.00,,,,,,135,,,1,,EL,2166356.00,,,,,,,,,6/27/2012,Closed
Alameda,Oakland Unified,La Escuelita Elementary,Modernization,57/61259-00-066,,,1441096.00,,,,,,250,,,,,EL,2882192.00,,,,,,,,,12/12/2012,Closed
Alameda,Oakland Unified,Westlake Junior High,Modernization,57/61259-00-067,,,2667791.00,,,,,,,503,,,2,MI,2667791.00,,,,,,,,,12/12/2012,Closed
Alameda,Oakland Unified,Montera Junior High,Modernization,57/61259-00-068,,,1734121.00,,,,,,,351,,39,,MI,1734121.00,,,,,,,,,9/8/2015,Closed
Alameda,Oakland Unified,Elmhurst Middle,Modernization,57/61259-00-069,,,894129.00,,,,,,,197,,5,,MI,894129.00,,,,,,,,,9/8/2015,Closed
Alameda,Oakland Unified,Washington Elementary,Modernization,57/61259-00-070,,,261354.00,,,,,,50,,,,,EL,261354.00,,,,,,,,,9/6/2017,Closed
Alameda,Piedmont City Unified,Havens Elementary,Modernization,57/61275-00-001,,,3206447.00,,,,,,482,,,11,,EL,3206447.00,,,,,,,,,12/15/2010,Closed
Alameda,Piedmont City Unified,Piedmont High,Modernization,57/61275-00-002,,,5091893.00,,,,,,,,653,5,,HI,5091893.00,,,,,,,,,12/14/2011,Closed
Alameda,Piedmont City Unified,Piedmont Middle,Modernization,57/61275-00-003,,,1175168.00,,,,,,,170,,,,MI,1175168.00,,,,,,,,,12/14/2011,Closed
Alameda,Piedmont City Unified,Wildwood Elementary,Modernization,57/61275-00-004,,,2183893.00,,,,,,300,,,,,EL,2183893.00,,,,,,,,,12/14/2011,Closed
Alameda,Piedmont City Unified,Beach Elementary,Modernization,57/61275-00-005,,,2262584.00,,,,,,325,,,,,EL,9050336.00,,,,,,,,,12/12/2012,Closed
Alameda,Piedmont City Unified,Piedmont High,Modernization,57/61275-00-006,,,2697577.00,,,,,,,,157,,,HI,2697577.00,,,,,,,,,4/26/2023,Funds Released
Alameda,San Leandro Unified,Roosevelt Elementary,Modernization,57/61291-00-001,,,1103992.00,,,,,,388,,,,,EL,2207984.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Mckinley Elementary,Modernization,57/61291-00-002,,,1056108.00,,,,,,400,,,,,EL,2112216.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Monroe Elementary,Modernization,57/61291-00-003,,,1375148.00,,,,,,479,,,20,,EL,2750296.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Muir (john) Junior High,Modernization,57/61291-00-004,,,2640244.00,,,,,,,900,,14,8,MI,5280488.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Bancroft Junior High,Modernization,57/61291-00-005,,,2961461.00,,,,,,,912,,17,,MI,5922922.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,San Leandro High,Modernization,57/61291-00-006,,,7779377.00,,,,,,,,1779,114,10,HI,15558754.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Garfield Elementary,Modernization,57/61291-00-007,,,1183961.00,,,,,,382,,,16,,EL,2367922.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Wilson Elementary,Modernization,57/61291-00-008,,,2000945.00,,,,,,707,,,,,EL,4001890.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Washington Elementary,Modernization,57/61291-00-009,,,1061696.00,,,,,,351,,,,,EL,2123392.00,,,,,,,,,8/27/2003,Closed
Alameda,San Leandro Unified,Jefferson Elementary,Modernization,57/61291-00-010,,,2055225.00,,,,,,458,,,,12,EL,2055225.00,,,,,,,,,5/3/2005,Closed
Alameda,San Leandro Unified,San Leandro High,Modernization,57/61291-00-011,,,1037482.00,,,,,,,,106,,21,HI,1037482.00,,,,,,,,,8/24/2005,Closed
Alameda,San Leandro Unified,Madison Elementary,Modernization,57/61291-00-012,,,880325.00,,,,,,275,,,,,EL,880325.00,,,,,,,,,2/22/2006,Closed
Alameda,San Leandro Unified,Bancroft Junior High,Modernization,57/61291-00-013,,,259657.00,,,,,,,55,,,,MI,259657.00,,,,,,,,,3/22/2006,Closed
Alameda,San Leandro Unified,Muir (john) Junior High,Modernization,57/61291-00-014,,,864297.00,,,,,,,218,,11,5,MI,864297.00,,,,,,,,,3/22/2006,Closed
Alameda,San Leandro Unified,Roosevelt Elementary,Modernization,57/61291-00-015,,,415467.00,,,,,,99,,,,,EL,415467.00,,,,,,,,,3/22/2006,Closed
Alameda,San Leandro Unified,San Leandro High,Modernization,57/61291-00-016,,,1296469.00,,,,,,,,183,,,HI,1296469.00,,,,,,,,,3/22/2006,Closed
Alameda,San Leandro Unified,Mckinley Elementary,Modernization,57/61291-00-017,,,143906.00,,,,,,36,,,,,EL,143906.00,,,,,,,,,12/14/2011,Closed
Alameda,San Leandro Unified,San Leandro High,Modernization,57/61291-00-018,,,643548.00,,,,,,,,106,,,HI,1930644.00,,,,,,,,,12/14/2011,Closed
Alameda,San Leandro Unified,Wilson Elementary,Modernization,57/61291-00-019,,,152627.00,,,,,,27,,,,,EL,152627.00,,,,,,,,,12/12/2012,Closed
Alameda,San Leandro Unified,Bancroft Junior High,Modernization,57/61291-00-020,,,264411.00,,,,,,,35,,,,MI,264411.00,,,,,,,,,12/12/2012,Closed
Alameda,San Leandro Unified,Muir (john) Junior High,Modernization,57/61291-00-021,,,126161.00,,,,,,,,,9,1,MI,126161.00,,,,,,,,,12/12/2012,Closed
Alameda,San Lorenzo Unified,Edendale Middle,Modernization,57/61309-00-001,,,2116296.00,,,,,,301,583,,,,MI,2116296.00,,,,,,,,,3/24/1999,100% Completed
Alameda,San Lorenzo Unified,Colonial Acres Elementary,Modernization,57/61309-00-002,,,1074925.00,,,,,,475,,,,,EL,1074925.00,,,,,,,,,5/26/1999,Closed
Alameda,San Lorenzo Unified,Hillside Elementary,Modernization,57/61309-00-003,,,872522.00,,,,,,357,,,,,EL,1745044.00,,,,,,,,,5/26/1999,100% Completed
